Country Code,Country Name,Year,GDP Growth,Investment,Education Expenditure,Productivity Growth
POL,Poland,2002,1.90119437968586,18.5444793558839,5.37052011489868,5.22
POL,Poland,2003,3.52337117234833,18.9111542221715,5.30664014816284,4.78
POL,Poland,2004,5.09079546409544,20.4890653221513,5.33129978179932,3.96
POL,Poland,2005,3.26082274679216,20.1073600639489,5.41065979003906,1.31
POL,Poland,2006,6.20210710934373,21.9561662978922,5.18848991394043,2.91
POL,Poland,2007,6.7604478527626,25.4186459060222,4.86086988449097,2.43
POL,Poland,2008,4.38377069274605,24.7561450970576,5.02344989776611,0.43
POL,Poland,2009,2.61512859291683,20.7579141114998,4.97665977478027,2.45
POL,Poland,2010,3.16892748258036,20.8586688863455,5.08126020431519,6.43
POL,Poland,2011,5.25546256612796,22.3450463094694,4.82901000976562,4.43
POL,Poland,2012,1.51178167644575,20.8019518666142,4.83311986923218,1.49
POL,Poland,2013,0.684240607051805,19.1280449978263,4.99779987335205,1.46
POL,Poland,2014,3.92050862390032,20.8272789201168,4.93858003616333,1.56
POL,Poland,2015,4.43176700264478,20.8016958781231,4.78748989105225,2.29
POL,Poland,2016,3.03117767594847,20.0873009067718,4.62726020812988,2.23
POL,Poland,2017,5.15245773325907,19.9081446848915,4.54246997833252,3.55
POL,Poland,2018,6.2458584723942,21.443880969665,4.55985021591187,4.8
PRT,Portugal,2000,3.81617714108242,28.7766387963597,5.16386985778809,1.58
PRT,Portugal,2001,1.94367213427915,28.1574917811274,5.33713006973267,0.19
PRT,Portugal,2002,0.770924781247714,25.9043294973227,5.25872993469238,0.38
PRT,Portugal,2003,-0.930521045062918,23.1147053583821,5.28152990341187,0.04
PRT,Portugal,2004,1.78873552917291,23.8243238411168,5.04640007019043,2.51
PRT,Portugal,2005,0.781847569123585,23.3586139281485,5.07393980026245,1.25
PRT,Portugal,2006,1.62503532956156,22.9256733300806,4.90769004821777,1.23
PRT,Portugal,2007,2.50657937751231,23.0998862393828,4.92149019241333,2.49
PRT,Portugal,2008,0.319247344434558,23.5794931626439,4.69608020782471,-0.05
PRT,Portugal,2009,-3.12207827545093,20.8425074783613,5.56315994262695,-0.41
PRT,Portugal,2010,1.73762453640036,21.1994526798182,5.40499019622803,3.21
PRT,Portugal,2011,-1.71352745905065,18.6613799007397,5.11688995361328,0.25
PRT,Portugal,2012,-4.05090267621935,15.7536608050077,4.94226980209351,0.03
PRT,Portugal,2013,-0.984106574148328,14.6835299275763,5.26528978347778,2.0
PRT,Portugal,2014,0.741391420706506,15.3444039472278,5.12005996704102,-0.61
PRT,Portugal,2015,1.58979803702681,15.9379888733382,4.89425992965698,0.39
PRT,Portugal,2017,3.31472008175986,17.44628649988,5.02685022354126,0.22
PRT,Portugal,2018,2.94628343449202,18.5247214985093,4.6793999671936,0.11
ROU,Romania,2000,2.4612634592269,19.6695811091698,2.86862993240356,3.26
ROU,Romania,2001,5.21813625673708,22.7560110876947,3.26629996299744,6.35
ROU,Romania,2002,5.70299165043771,22.1726981083131,3.50411009788513,17.66
ROU,Romania,2003,2.34114732919521,23.1953192411743,3.54397010803223,2.39
ROU,Romania,2004,10.4281130180976,24.2165645026754,3.31273007392883,12.29
ROU,Romania,2005,4.6681480508487,22.9306854622381,3.50038003921509,6.29
ROU,Romania,2006,8.02881107599163,27.4669698502695,4.30650997161865,7.29
ROU,Romania,2007,7.23380774362805,31.3370187913254,4.14953994750977,6.84
ROU,Romania,2008,9.30746717077338,33.0936844355478,4.09722995758057,9.29
ROU,Romania,2009,-5.51670615843011,27.2026875632393,4.00193023681641,-3.61
ROU,Romania,2010,-3.90581157302972,27.1890794202952,3.41647005081177,-3.64
ROU,Romania,2011,4.49558909946313,27.809701397226,2.91359996795654,2.84
ROU,Romania,2012,1.90361696799603,26.7222427286412,2.8234601020813,7.24
ROU,Romania,2013,0.278771877470234,25.2514905784046,3.06785011291504,4.43
ROU,Romania,2014,4.11600109267832,25.2257196462876,3.12494993209839,2.63
ROU,Romania,2015,3.1570360543854,25.4960152893431,3.10693001747131,5.2
ROU,Romania,2016,2.85993252302089,23.6646873522112,3.0255401134491,6.0
ROU,Romania,2017,8.19547826641261,23.9867377562262,3.11819005012512,4.4
ROU,Romania,2018,5.39452228185675,23.0435742456948,3.31710004806519,3.71
RUS,Russian Federation,2000,10.0000668136515,18.6937601947688,2.93979001045227,9.31
RUS,Russian Federation,2001,5.10005122572568,21.9498173349418,3.10601997375488,4.35
RUS,Russian Federation,2002,4.69999190914258,20.0295461890033,3.83502006530762,3.75
RUS,Russian Federation,2003,7.29995234528189,20.8589584807348,3.67855000495911,6.64
RUS,Russian Federation,2004,7.19994786954857,20.9012750797344,3.54785990715027,5.64
RUS,Russian Federation,2005,6.39996544799469,20.0774969178103,3.77192997932434,4.81
RUS,Russian Federation,2006,8.20006825456321,21.1715918033474,3.86626005172729,6.9
RUS,Russian Federation,2008,5.19996926404957,25.5012197086864,4.10174989700317,4.86
RUS,Russian Federation,2010,4.49999999920672,22.6150505519736,4.08974230526824,3.72
RUS,Russian Federation,2011,4.30002918604238,24.2607379312639,3.71261270253186,2.94
RUS,Russian Federation,2012,4.0240861571798,24.5536933545168,3.79310011863708,2.7
RUS,Russian Federation,2013,1.75542214916291,23.2716819870194,3.76382994651794,2.02
RUS,Russian Federation,2014,0.736267221403651,22.3908642287739,4.01387977600098,0.49
RUS,Russian Federation,2015,-1.9727192264298,22.148725318159,3.83402991294861,-3.37
RUS,Russian Federation,2016,0.193671130698817,23.0954224731096,3.76044011116028,0.23
RUS,Russian Federation,2017,1.82670527549192,23.6067558621651,4.68990993499756,1.98
RUS,Russian Federation,2018,2.80634082046656,21.9180891512463,4.67819023132324,1.84
SRB,Serbia,2007,7.83207023027602,24.898939060219,4.04881000518799,2.97
SRB,Serbia,2009,-3.14261075416574,18.554576515854,4.3127498626709,3.18
SRB,Serbia,2011,0.0542724836581954,18.149940401775,4.0735502243042,7.56
SRB,Serbia,2016,2.97519807160826,18.1669241245312,3.50275993347168,-2.55
SRB,Serbia,2017,2.3634031250553,19.7183969139317,3.56539011001587,-0.92
SRB,Serbia,2018,4.64935035491007,22.4992604945944,3.43663001060486,2.77
SVK,Slovak Republic,2000,0.78922447792516,27.8153225458448,3.86823010444641,3.18
SVK,Slovak Republic,2001,2.92516077248489,31.4531074581958,3.94236993789673,2.66
SVK,Slovak Republic,2002,4.41725348271514,30.8750199344027,4.25193023681641,4.41
SVK,Slovak Republic,2003,4.85669851591319,26.5046804353507,4.23699998855591,4.37
SVK,Slovak Republic,2004,5.38949856996771,27.5953334016425,4.11747980117798,5.52
SVK,Slovak Republic,2005,6.48493222274386,30.5761492545056,3.77565002441406,4.93
SVK,Slovak Republic,2006,8.92568704770216,29.2662149111272,3.70850992202759,6.28
SVK,Slovak Republic,2007,10.8186295074904,29.0013589753236,3.52223992347717,8.56
SVK,Slovak Republic,2008,5.36337721231949,29.292929955951,3.52339005470276,2.28
SVK,Slovak Republic,2009,-5.50533790972226,21.4028753757641,4.00893020629883,-3.57
SVK,Slovak Republic,2010,6.79058159142423,25.3783368279954,4.04704999923706,7.35
SVK,Slovak Republic,2011,2.56242473215553,26.5333923090075,3.90686988830566,1.07
SVK,Slovak Republic,2012,1.56917104702706,21.474904237703,3.85490989685059,1.84
SVK,Slovak Republic,2013,0.703323545247201,22.1131489252307,4.06078004837036,1.46
SVK,Slovak Republic,2014,2.70795151449488,22.7798159146212,4.20446014404297,1.32
SVK,Slovak Republic,2015,5.17687909722133,25.7777282551685,4.56416988372803,2.79
SVK,Slovak Republic,2016,1.94781841524558,24.5392697834922,3.88375997543335,-0.25
SVK,Slovak Republic,2017,2.87473327453695,23.5559590901028,3.91876006126404,0.82
SVK,Slovak Republic,2018,4.06211981896483,24.2014212638106,3.93534994125366,1.99
SVN,Slovenia,2001,2.82868479430465,26.8861602046924,5.81461000442505,2.63
SVN,Slovenia,2002,3.28258371393918,25.70100156278,5.74013996124268,1.9
SVN,Slovenia,2003,3.19503117236037,26.8382582282831,5.75657987594604,3.28
SVN,Slovenia,2004,4.54602214352336,29.0471155904874,5.68693017959595,4.06
SVN,Slovenia,2005,3.8541277114569,28.6986499842107,5.64437007904053,4.3
SVN,Slovenia,2006,5.90878130011174,30.5745557357793,5.62207984924316,4.11
SVN,Slovenia,2007,7.1392312914716,33.2981260591771,5.13660001754761,3.51
SVN,Slovenia,2008,3.37223866114127,33.1452787386717,5.13438987731934,0.92
SVN,Slovenia,2009,-7.59058614046387,23.7456185537015,5.62079000473022,-5.86
SVN,Slovenia,2010,1.11213719306735,22.5601344858632,5.59362983703613,3.53
SVN,Slovenia,2011,0.655438128379743,21.8690049997807,5.58290004730225,2.58
SVN,Slovenia,2012,-2.91553782040462,18.8609355850954,5.6702299118042,-1.73
SVN,Slovenia,2013,-0.823776417691676,19.7842267864778,5.46767997741699,0.1
SVN,Slovenia,2014,2.76283327639742,19.7452653119649,5.34328985214233,2.36
SVN,Slovenia,2015,2.39330621338168,19.4686216573949,4.95528984069824,0.89
SVN,Slovenia,2016,3.03441486663654,18.8479088939625,4.84419012069702,1.3
SVN,Slovenia,2017,5.17440215579958,20.2503347880345,4.82381010055542,1.83
SVN,Slovenia,2018,4.37908347331195,21.5608446841882,4.97948980331421,1.1
ESP,Spain,2000,5.20064125553942,26.6723700485971,4.16786003112793,0.26
ESP,Spain,2001,3.91908880808811,26.4824711323646,4.11147022247315,0.58
ESP,Spain,2002,2.75545611564098,26.705648861478,4.13351011276245,0.15
ESP,Spain,2003,2.9392895953076,27.5285511216757,4.17126989364624,-0.34
ESP,Spain,2004,3.1145314799161,28.3028257363739,4.15485000610352,-0.62
ESP,Spain,2005,3.5512255846125,29.4041085115965,4.14090013504028,-0.61
ESP,Spain,2006,4.04343515605099,30.5843124611931,4.17999982833862,-0.07
ESP,Spain,2007,3.53350013165972,30.458980215138,4.24615001678467,0.32
ESP,Spain,2008,0.767165748290694,28.4790441123592,4.51630020141602,0.7
ESP,Spain,2009,-3.76813306940053,23.3519417701936,4.89520978927612,2.68
ESP,Spain,2010,0.0941223116369514,22.3988413816153,4.83606004714966,1.93
ESP,Spain,2011,-0.639920636520344,20.7135839205008,4.71897983551025,1.92
ESP,Spain,2012,-2.86511368637748,18.5944685336556,4.46012020111084,1.11
ESP,Spain,2013,-1.42732224757626,17.412338687976,4.32852983474731,1.22
ESP,Spain,2014,1.52048593647231,18.1481477916625,4.27524995803833,0.39
ESP,Spain,2015,4.06086672473866,19.3734408230247,4.24903011322021,0.98
ESP,Spain,2016,2.91515598595787,19.0611122143393,4.19327020645142,0.46
ESP,Spain,2017,2.89604207865007,19.5656670290524,4.17846012115479,0.33
ESP,Spain,2018,2.39541124478878,20.7061758213476,4.15045022964478,0.2
SWE,Sweden,2000,4.63112136551369,22.2311755975548,6.7383599281311,2.37
SWE,Sweden,2001,1.36080642694121,22.3039192201803,6.61482000350952,-0.62
SWE,Sweden,2002,2.27772867861897,21.60471563059,6.91077995300293,2.15
SWE,Sweden,2003,1.88102769675844,21.245941934027,6.79678010940552,2.84
SWE,Sweden,2004,4.17958419343711,21.1628436942009,6.6729998588562,5.06
SWE,Sweden,2005,2.79313782840156,21.277313898577,6.51516008377075,2.62
SWE,Sweden,2006,4.67607488877992,22.4549230007772,6.37277984619141,2.86
SWE,Sweden,2007,3.22486814096095,24.0781550268935,6.18673992156982,1.1
SWE,Sweden,2008,-0.923113250067971,23.9610681178216,6.38263988494873,-1.13
SWE,Sweden,2009,-4.25561384207619,20.4603001983975,6.78425979614258,-1.86
SWE,Sweden,2010,5.75076477579255,22.4219023210946,6.56318998336792,5.18
SWE,Sweden,2011,3.16388567406926,23.2373150954555,6.40655994415283,0.9
SWE,Sweden,2012,-0.414397702454409,21.9937736525354,7.57456016540527,-1.36
SWE,Sweden,2013,1.13766671801426,21.899375975039,7.6465802192688,0.13
SWE,Sweden,2014,2.29577238758284,22.8644895912017,7.62924003601074,1.32
SWE,Sweden,2015,4.38824673608589,23.7906694877918,7.49442005157471,2.9
SWE,Sweden,2016,2.13117914731151,24.3491111935187,7.63991022109985,0.55
SWE,Sweden,2017,1.88282184966646,25.0919649215298,7.63849020004272,0.07
SWE,Sweden,2018,1.7702553546772,25.3360254860097,7.69825983047485,0.39
CHE,Switzerland,2000,3.63321673470911,27.9176282410949,4.65878009796143,2.93
CHE,Switzerland,2001,1.59219781357001,28.5122550939251,4.82218980789185,-0.35
CHE,Switzerland,2002,0.380410134195273,27.2487659367689,5.17882013320923,-0.55
CHE,Switzerland,2003,-0.284222357857615,26.7513983417559,5.38400983810425,0.4
CHE,Switzerland,2004,2.58692895529093,25.0557566926262,5.3142900466919,2.49
CHE,Switzerland,2005,2.95208487460334,27.458181859409,5.08472013473511,2.37
CHE,Switzerland,2006,4.13432251467916,28.2033629386961,4.84120988845825,1.77
CHE,Switzerland,2007,3.98319384807056,27.1952335500482,4.58396005630493,1.49
CHE,Switzerland,2008,2.53159615417233,27.637426604477,4.75724983215332,-0.23
CHE,Switzerland,2009,-1.93490944903913,28.7707915094253,4.92561006546021,-2.68
CHE,Switzerland,2010,3.26063082122047,26.3569227706682,4.80210018157959,2.76
